SQUARE_FT,LONGITUDE,LATITUDE,TARGET
603.5578145,19.18,72.96333,76
1333.333333,22.288976,73.128222,1
1000,12.957468,77.516563,45
1375.24558,30.696627,76.693764,42
635.1292159,12.8458,77.6727,29
1375.24558,26.807408,75.838659,42
933.6465062,22.470809,88.363181,31.8
900.0452284,30.766911,76.67299,19.9
1200.252685,28.406388,77.342588,38
2310.030395,42.049481,-87.681841,950
1300.21214,19.1758,72.8643,190
1245.210728,22.54111,88.33778,52
610.0536847,18.56,73.91,50
2255.588169,28.394375,77.357227,99.9
540.1755571,12.973237,77.646859,8
960,20.928222,79.842268,120
1752.966559,28.602325,77.401994,130
491.5883767,24.69028,78.41889,45
1199.904008,12.6808,77.4741,50
1444.872783,12.86,77.786,93.7
1111.111111,28.162032,76.811066,15.9
800,19.255098,72.9815265,95
665.0544135,18.96,72.82,55
1699.854298,28.9196,76.8972,70
1602.136182,13.024599,77.704443,120
622.1279604,18.96,72.82,35.2
600.0857265,11.04556,77.03404,28
930.3246239,21.562562,81.846712,23.5
2255.37821,22.5922,88.484911,130
2100.105005,23.232556,77.429783,120
1149.954002,12.91668,77.59196,150
850.0188893,28.638934,77.326457,45
1729.305972,35,136,150
487.5986471,22.498882,88.317556,17.3
559.9731213,19.1849,72.8347,100
216494.8454,24.69028,78.41889,420
1690.189929,28.558047,77.392752,97
1448.717949,28.9196,76.8972,67.8
1060.267857,12.96991,77.59796,38
3250.270856,21.716412,73.004076,150
1100.052383,12.905368,77.580403,63
560.758145,24.69028,78.41889,100
1599.803101,20.353795,85.82102,65
687.732342,22.352866,87.337165,18.5
600,18.205923,72.999182,66
1550.868486,26.832353,75.841749,25
1315.076971,13.0097,77.5648,170
1250,28.6221,77.3674,65
1414.913958,28.536585,77.383669,74
899.9742864,26.856919,80.909712,35
988.1965413,22.68002,88.44383,36
2829.044861,15.346804,75.115177,210
1033.362858,15.45056,73.80333,70
900.024325,11.93,79.83,37
850.0303582,22.617564,88.427982,28
747.3108134,12.91716,80.19287,39.6
1100.046318,18.479533,73.933573,95
1250,25.61,85.14139,50
431.5585543,19.249861,72.963866,64.6
1800.180018,18.96,72.82,160
1150.040118,28.9196,76.8972,43
918.079096,19.2167,73.0833,52
670.2412869,22.5,73.47,12.5
921.069464,24.69028,78.41889,72
1075.268817,13.625475,79.418895,37
1074.883554,28.629811,77.434197,30
1492.132393,26.900926,75.775927,55
1301.960784,24.69028,78.41889,16.6
985.1736247,18.5853,73.7413,50.5
1482.213439,12.86,77.786,120
1575.203252,21,77,62
1450.139054,26.157856,91.827348,73
1113.888889,12.93,80.11,40.1
963.2683658,28.698133,77.335746,25.7
1050.199538,30.2903,78.0016,50
949.7206704,24.69028,78.41889,170
1160.811695,18.669919,73.853723,53.2
2021.276596,9.572427,76.550671,95
919.3993258,19.1759,72.9522,180
1187.119751,13.03478,80.15586,80
1280.199944,12.8855,77.5638,46.1
781.4285714,19.283359,72.864964,54.7
1500,19.097244,72.846785,390
1065.109088,18.518594,73.935543,62
1300.268097,13.65,79.42,48.5
651.465798,24.69028,78.41889,100
760.9756098,22.7,88.45,15.6
1350.048216,19.042483,73.066371,140
1224.489796,22.72056,75.84722,30
296.969697,21,77,4.9
1200,28.66667,77.41667,54
1109.148017,28.567633,77.383124,56.5
771.0280374,28.743724,76.811315,99
988.8751545,19.05871,72.89969,160
850.3401361,22.447292,70.044462,20
1065.384615,25.232239,71.392013,27.7
1106.006466,9.935889,76.319041,65
1427.165354,12.96991,77.59796,87
1850.383294,26.900926,75.775927,70
2017.56526,13.055985,77.622157,82.7
544.032642,22.268444,70.754033,32
675.0675068,28.509982,77.05185,30
1092.194025,26.832353,75.841749,34
979.934671,21.250659,81.659113,42
2625.714286,30.667746,76.669156,91.9
925.1471825,18.549645,73.924971,55
750,28.2102,76.8606,15
1260,13.0519,77.5416,81.9
640.2048656,22.55,72.9,15
450.0450045,19.049989,73.077321,30
495.378544,19.193771,73.197892,47.7
1649.560117,22.471606,70.061222,45
1687.40772,12.96991,77.59796,160
1350.256549,22.111752,82.124892,50
225.005181,18.96,72.82,76
2016.564638,13.152958,77.426875,280
1200,28.583704,77.360401,60
950.444861,18.977995,72.850686,360
700.0622278,21.56128,74.21238,45
1400.098831,12.90025,77.60103,85
1577.079774,26.851,81.0011,120
500.5347594,17.754643,75.181808,23.4
990.0990099,29.974075,76.841097,50
2250.056251,19.137628,72.824162,600
800,27.506285,77.65957,25
700.0538503,26.807408,75.838659,39
800,21.280882,72.950379,19
3596.198305,12.91668,77.59196,280
1775.037369,28.587711,77.403123,95
800,12.8458,77.6727,29
1299.82669,21.094632,79.074805,45
1171.833387,12.97494,77.564159,110
860.1177003,18.53,73.84,38
1049.92574,19.027644,73.061159,91.9
1725.274725,52.556894,-8.369953,78.5
1092.355452,18.651598,73.735448,56.3
1130.143034,18.452663,73.93104,64
1541.210632,13.0983,80.1622,69
4067.520846,21.143354,72.770931,200
1060.029957,19.038205,73.06612,92
1350.048216,19.014858,72.8662,280
1402.24359,16.526106,80.602623,70
1176.03912,26.86056,80.91583,48.1
2106.445724,40.9948233,-85.7661219,150
968.9296557,18.96667,72.83333,150
1400.147384,25.177917,75.862208,38
1819.505095,28.362327,76.979049,100
964.6962233,12.973237,77.646859,23.5
712.0478496,22.486821,88.233267,25
2600.004771,19.05871,72.89969,1090
1312.106368,22.5,88.35,150
650.1422186,23.16969,77.460445,16
1204.819277,30.33503,78.054821,55
449.6402878,28.686091,77.334644,12.5
854.0795929,13.03,77.514,47
900.1058948,28.686091,77.334644,25.5
843.8818565,13.0983,80.1622,50
585.000585,24.69028,78.41889,50
1750.087504,19.049214,73.072916,150
1375.137514,28.634537,77.471342,50
830.0395257,13.33222,74.74611,21
895.6796628,18.96,72.82,170
1012.01771,12.8458,77.6727,32
2057.613169,28.875701,78.738041,75
1306.240929,28.40473,77.367514,54
1070.05855,21.721344,73.001615,53
1983.053903,28.362327,76.979049,110
1170.327692,26.209302,78.194369,32.5
1180.173092,13.096611,77.716385,45
1334.586466,30.752321,76.772816,28.4
583.1212892,13.042089,80.124264,27.5
980.2431611,28.57,77.32,25.8
1110.053917,22.312063,72.674296,35
1299.983545,13.338634,77.759291,79
1200.171453,28.9196,76.8972,56
2502.085071,21.143354,72.770931,120
984.0288511,19.283359,72.864964,95.5
984.9790692,12.96991,77.59796,40
1050.071847,22.575343,88.433715,95
970.9594845,24.69028,78.41889,110
2660.575114,22.312358,73.145436,99
899.9550022,22.53028,88.33417,60
2695.035461,13.055985,77.622157,190
950.0285009,28.552082,77.360624,50
950.0059375,19.18,72.96333,80
1130.004305,19.139242,72.828969,1050
1481.158789,30.684523,76.691728,68
1199.760048,24.17311,72.416912,40
1660.038043,28.638934,77.326457,96
1250,22.54111,88.33778,67
600,18.52361,73.84778,48
555.0986842,28.579004,77.431173,27
1026.058632,19.249861,72.963866,94.5
700.0840101,19.071749,73.080575,50
2368.157391,15.45056,73.80333,260
1000,24.69028,78.41889,140
675.2954418,22.77722,73.62028,12
560.0229753,19.30405,72.813559,39
1000,25.879721,86.587391,24
785.0401341,19.18,72.96333,89
420.2961672,10.52,76.21,19.3
910.1251422,18.914051,73.259661,24
1069.720614,19.1955,72.8728,170
2400.137151,28.5679,77.3679,140
920.1042785,28.9196,76.8972,60
1500,22.312358,73.145436,36
690.0172504,24.69028,78.41889,92
1050.047729,19.049989,73.077321,77
954.3990507,18.5823,73.983,56.3
1102.088167,13.11389,77.59833,57
1000,16.245539,80.63748,35
92383.49415,13.04034,77.591347,9000
1465.087282,28.25,77.07,70.5
600,12.961,80.2409,46.8
1200.097967,30.799719,75.957396,49
500,22.2951,73.1686,11.5
604.4952465,26.893148,75.739769,110
1025.190393,22.54111,88.33778,35
1345.09042,22.5922,88.484911,90
2400.112946,11.931023,79.828222,170
1300.202254,22.271018,73.154216,45
2771.855011,28.560719,77.386208,130
1010.10101,12.9576,77.6562,77
2833.21015,9.9800255,76.275303,230
3800,13.04034,77.591347,380
549.8533724,21.17,72.83,15
1099.537037,21.12,73.12,19
3285.758291,9.994,76.292,320
419.8152813,26.217051,86.396117,20
2250.512145,30.662283,76.822397,76.9
1050.539466,28.2102,76.8606,18.5
1323.23521,26.16667,91.76667,46.3
1049.868766,28.513121,77.381161,40
1328.983931,19.2836,72.8675,110
1113.924051,12.86,77.786,66
1069.028711,19.1615,72.8731,210
1697.07255,18.558319,73.77588,160
1706.72735,28.5679,77.3679,120
2812.939522,22.54111,88.33778,260
925.096986,28.553374,77.355611,31
1674.022219,28.5679,77.3679,110
385.0473287,18.973908,73.025106,24
669.0279418,19.2836,72.8675,85
1118.181818,22.605438,88.422084,36.9
759.4361073,21.080409,79.098334,16.7
1571.428571,17.741878,83.308875,110
1204.081633,26.928785,75.828002,29.5
777.0190723,12.940685,80.177022,33
635.0136772,18.96667,72.83333,65
1490.042157,19.1759,72.9522,410
1480.165779,26.895619,81.084683,50
1175.180194,18.475864,73.890009,75
979.8865395,10.52,76.21,38
1055.023535,12.980033,77.699328,65
1450.276243,12.973237,77.646859,42
1749.781277,26.888396,75.833527,80
598.0066445,18.573994,73.753171,36
622.6750768,18.5438,73.9438,38.5
808.3333333,12.93739,80.13874,38.8
1513.866232,26.900926,75.775927,46.4
2081.165453,18.978006,72.806154,620
1234.375,26.724219,88.326357,39.5
1554.009998,28.494868,77.410298,71.5
1290.054099,30.684523,76.691728,62
1008.120975,23.182972,72.611485,36
1068.577535,19.1758,72.8643,170
1389.808074,28.162032,76.811066,21
1100.110011,18.966114,73.148278,80
1250,26.92652,80.948937,50
1100.070972,28.582887,77.339935,62
402.0549475,19.77,74.48,18
2250.118427,30.662283,76.822397,95
1074.91318,19.218498,72.992114,130
525.0205086,24.6902,78.416,64
1660.899654,28.558047,77.392752,120
1573.831776,30.710021,76.857258,84.2
1025.810721,21.17,72.83,31
800,26.2072,73.066,25
1358.381503,26.781748,81.006714,47
430.0705316,25.338,82.9827,25
1820.020222,24.395822,78.989627,90
3850.050659,28.5216,77.3863,380
1124.236253,27.553339,78.673469,27.6
1890.148988,13.33222,74.74611,85
420.0076365,18.47713,73.939908,22
987.1244635,18.651598,73.735448,46
932.2033898,18.96667,72.83333,110
1036.10675,26.8626,75.7633,33
1650.165017,13.078,80.259,120
3163.503164,28.526624,77.376718,190
550.0982318,30.662283,76.822397,19.6
436.0056259,19.524064,75.057956,31
771.8814611,30.74,76.65,11.2
590.0948367,12.91113,80.10364,28
1084.875558,28.63676,77.36315,85
630.1824212,30.432963,78.239363,19
592.1052632,19.88879,75.34344,18
6829.654558,12.928575,77.585721,690
1275,25.41667,85.16667,45.9
624.024961,12.90015,80.22791,52
1625,22.54111,88.33778,130
1250,28.9196,76.8972,58
2773.969327,19.124896,72.893503,870
1586.602027,26.928785,75.828002,36
750.0914746,12.840956,77.659441,41
2454.545455,12.9825,77.6059,270
600,30.90833,75.84861,19.8
1098.297639,18.964489,73.019574,160
1310.902338,22.628646,88.433798,60
1351.351351,19.05871,72.89969,240
988.8888889,13.04394,80.17251,71.2
1386.001386,28.2102,76.8606,40
575.0025219,20.084522,72.900306,57
1283.28521,23.846138,72.131109,40
580.0095344,19.235,72.8598,73
1524.528302,13.11608,78.13698,80.8
1171.171171,12.9958935,77.761394,65
1284.615385,24.6345,73.695,33.4
1104.100946,28.6218,77.3831,35
1534.632932,28.211607,76.787033,37
940.1441554,28.656129,77.497742,30
758.0064431,29.000308,77.032591,80
1234.186979,28.2102,76.8606,40
947.4309474,28.583704,77.360401,31.9
1189.885969,20.386816,72.901148,48
1500.015,19.0164,72.8294,500
1250,18.980816,75.755636,82
1217.03854,13.025845,77.770331,60
969.8825932,22.29691,70.79836,57
1070.216654,22.459169,88.364505,41
487.0489263,19.163982,73.236883,22
1650.038373,22.312358,73.145436,43
1775.060401,27.097356,78.581563,360
1620.029455,28.365512,77.346306,33
711.0057769,12.96991,77.59796,48
837.0616251,18.5853,73.7413,58
1080.108011,26.900926,75.775927,36
1430.013459,13.09,80.27,170
1148.178861,19.12,72.91,180
1349.116873,30.691832,76.656984,35.9
1161.971831,13.036,77.6226,99
1197.60479,12.9847,77.5491,100
712.158137,22.50686,88.223965,26.3
942.0076538,22.101107,88.374433,32
1699.91327,12.8458,77.6727,98
1750.10175,26.766594,80.949809,86
1000,28.9196,76.8972,38
864.0552995,12.86,77.786,30
90931.43278,28.25,77.07,7400
1600.698487,26.8626,75.7633,55
1966.844619,12.9155,77.5584,210
2449.77952,28.421649,77.314321,150
1575.157516,28.66667,77.41667,70
936.4890175,28.649273,77.355737,55
1501.123596,12.931889,80.252422,66.8
1380.02415,22.12703,88.518729,80
1064.131669,12.96991,77.59796,75
851.3513514,12.975,80.13472,31.5
1160.092807,19.033956,73.075342,110
1200.129744,28.9196,76.8972,74
1377.018044,19.1347,72.8553,290
1250,28.6423,77.3445,77
1598.719677,9.957759,76.308456,94.9
322.0110107,19.147866,72.932609,62
1643.911953,30.723932,76.674473,59
685.0495476,19.402549,72.854418,31.8
753.0454042,12.9206,80.1372,34
1399.776036,26.205239,78.203214,50
3199.756209,28.429614,77.481711,210
1200.20429,22.310343,73.184153,47
2392.017496,13.177301,77.458221,350
800,18.65367,72.883056,35
570.0035625,22.281215,70.789479,32
1115.04657,18.96,72.82,85
750.0986972,21.158649,72.800282,19
3150.684932,28.378021,77.063066,230
950,26.964285,75.64521,19
960,22.35962,73.187321,24
1107.624146,19.12,72.91,180
1470.155837,12.952357,77.722506,100
1065.088757,28.583704,77.360401,54
926.0378879,18.5956,73.7981,91.9
1100.296234,23.672996,86.996105,26
1060.070671,19.2836,72.8675,87
905.1724138,13.09694,80.13194,42
1419.481155,12.96991,77.59796,58
1000,18.097689,74.735239,72
800,24.69028,78.41889,49
620.0396825,19.696531,72.767746,12.5
1540.238737,26.832353,75.841749,40
1099.706745,22.706116,73.11498,30
1405.975395,13.0583,77.5732,72
1089.056736,13.037343,77.628291,62
1505.154639,28.577673,77.389781,73
1862.428607,28.431862,77.351104,75
592.1364282,28.406388,77.342588,25
1450.245426,22.582439,88.451577,65
1125.265393,22.839412,86.250123,26.5
535.0384967,18.52361,73.84778,41
1300.236407,22.2951,73.1686,55
1763.307985,26.928785,75.828002,37.1
1040,22.494831,88.370567,65
1055.176962,12.96991,77.59796,48
1240.566525,19.040416,73.078151,120
1650.165017,13.0583,77.5732,60
1100,31.292091,75.543763,330
595.0167348,31.527088,75.907993,16
2600,12.948258,77.580028,260
1774.766054,19.062322,72.880754,110
1085.271318,22.67332,75.274699,21
900.0205719,19.0201,72.8381,350
1634.028216,12.957468,77.516563,77.6
1300,28.22,76.78,26
585.1186363,28.431862,77.351104,25.4
1395.038515,31.292091,75.543763,230
858.0744809,27.363912,80.21365,50
600.0481,24.6902,78.416,49.9
1625.663813,12.925,77.595,150
1582.278481,12.95619,77.70194,130
641.0009625,19.235,72.8598,99.9
917.7777778,13.09,80.27,82.6
1296.082949,12.9381,77.7042,90
3536.568114,28.494868,77.410298,250
847.4065139,28.394375,77.357227,28.1
924.4773147,19.255098,72.9815265,130
2600.183542,28.522931,77.357078,170
1748.251748,23.398893,85.335374,70
1250,28.19491,76.826552,22
600.0705965,18.573994,73.753171,34
470.0592683,28.5035,77.426447,23
929.9442033,22.63472,75.81139,15
2052.655065,26.928785,75.828002,46
1000,28.509982,77.05185,79
820.9057327,18.5442,73.7948,60
863.9705882,23.682698,86.972615,47
2375.071252,22.54111,88.33778,250
1000,21.002845,75.597232,45
2218.278616,30.6848,76.841084,350
980.0226159,18.52361,73.84778,52
1100.478469,22.69995,88.390833,23
2559.181062,28.388225,76.946376,160
1130.099228,20.353795,85.82102,41
1199.873698,21.149914,79.058031,38
1652.173913,22.49278,88.36139,190
1400,22.31055,73.1695,21
618.0811808,12.840956,77.659441,33.5
1300.390117,12.84934,77.602389,40
943.3962264,27.61194,75.13972,28
1252.236136,18.5101,73.8141,210
574.8397082,18.64325,73.845858,26
1481.700993,12.961,80.2409,100
1550.087192,13.219742,76.698537,80
2849.228334,26.928785,75.828002,72
2916.666667,28.522931,77.357078,280
650.0221598,19.000869,73.118903,44
2597.065316,12.904179,77.665897,200
1118.985453,19.05871,72.89969,180
969.6969697,19.147866,72.932609,160
599.9250094,26.741922,80.897151,32
499.8809807,28.588021,77.391359,21
1000,18.5956,73.7981,67
626.5586035,18.96667,72.83333,20.1
1250,22.72,88.38,32.5
1700,28.9196,76.8972,85
750.1071582,22.35962,73.187321,35
823.3580341,19.1759,72.9522,130
612.3341595,18.52361,73.84778,42
1184.91921,28.579004,77.431173,33
1484.56057,24.69028,78.41889,150
4599.816007,19.0284965,73.3192845,950
1150.094628,18.49667,73.94167,79
1698.911729,28.66667,77.41667,56.2
1080.093054,28.560719,77.386208,65
1960.040465,19.1759,72.9522,310
716.0126465,18.573994,73.753171,38.5
1020.024695,19.1758,72.8643,190
720,22.478796,88.282875,27
1378.201447,28.398408,77.056504,120
1230.811404,28.381971,77.347688,44.9
406.3088686,20.164875,73.110364,110
1450.133175,16.498461,80.688181,49
704.0166,19.161955,72.839616,190
1800.25718,30.664299,76.817624,42
1020.199959,28.579845,77.403693,50
107460.9432,12.968,80.1502,7360
681.0133479,22.4426,88.4304,25
1000,27.505165,77.647124,16
1111.111111,28.162032,76.811066,17.1
1210.165389,12.96991,77.59796,60
665.0430873,18.5442,73.7948,71
1055.06948,19.2836,72.8675,82
2334.899143,30.662283,76.822397,84.5
1014.051862,22.56972,88.36972,70
1368.925394,19.16113,72.8864385,220
1039.861352,19.2167,73.0833,60
943.1892959,17.516621,78.474149,43
3954.132068,12.9958935,77.761394,300
1200,16.499949,80.645732,45
1337.067706,28.431862,77.351104,54.9
1348.314607,10.160798,76.359092,48
650.0847937,22.294094,73.233686,23
1177.777778,26.724219,88.326357,31.8
870.0380642,18.476532,73.820689,80
415.62118,19.249861,72.963866,64.6
2066.61804,28.388225,76.946376,170
2014.443177,30.752321,76.772816,53
819.8961465,28.2102,76.8606,30
2052.672347,28.365512,77.346306,53
1390.176089,13.09,80.27,120
1100.052383,26.959353,75.779194,42
650.0334576,19.155552,72.997112,68
2018.043685,17.49382,78.543055,85
1060.083284,19.2836,72.8675,89.1
527.4261603,28.66667,77.41667,20
605.0898736,18.61922,73.792555,34
2232.929839,28.514348,76.983292,190
2040.09434,30.662283,76.822397,51.9
1296.036289,26.8373,80.947291,120
910.6382979,22.623598,88.441186,42.8
973.3183014,28.588021,77.391359,25.9
869.8453608,22.75,77.72,27
840.8234271,12.9182,80.0824,29
1400,13.055985,77.622157,63
900.0195656,12.949554,80.11332,46
1090.068267,28.5889,77.3352,99
975.0390016,12.836144,80.232993,75
10460.25105,13.143933,77.667304,500
992.3664122,31.292091,75.543763,260
1606.640782,28.480312,77.107771,120
660.0500282,19.18,72.96333,81.8
730.1587302,22.54111,88.33778,23
2927.525884,22.53028,88.33417,410
1733.501737,30.662283,76.822397,54.9
2361.460957,28.522931,77.357078,150
2752.752753,12.8682,77.5321,220
1575.866727,28.874383,77.113251,35
1226.993865,48.134195,11.584111,52
1800,12.9259,77.6229,180
1660.042086,17.546483,78.480303,71
1780.233272,10.009277,76.361736,58
1585.014409,12.873538,77.555312,110
1070.717131,13.0318,77.6583,43
2028.103723,13.04034,77.591347,280
1400,26.91868,75.750399,35
484.3994871,28.583704,77.360401,34
1300,12.942217,80.191094,71.5
1000,27.001619,33.906425,100
1707.94193,12.86,77.786,80
412.979351,18.5438,73.9438,35
1170.311056,27.073397,75.594316,38
979.9918334,22.5,88.35,48
1984.126984,13.152958,77.426875,250
1234.210526,16.609758,80.617778,46.9
1399.825022,22.835481,86.221099,48
1045.118532,19.283359,72.864964,82
635.0550381,19.2167,73.0833,45
864.1382621,12.9958935,77.761394,36
1350.059065,24.187571,86.314142,240
1799.01414,19.128324,72.825408,500
777.3109244,15.963927,73.998901,18.5
1014.084507,28.368269,77.37273,36
846.1538462,19.049989,73.077321,55
2100.178515,18.5481,73.8995,200
1377.199694,38.6056,-86.1011,72
570,28.49543,76.983016,22.8
1480.165779,28.560719,77.386208,75
1680.855276,13.11389,77.59833,84.9
1821.103374,18.972317,72.806327,1020
2610.086722,28.450182,77.113156,310
750,12.87028,74.88056,21
2072.002072,12.9958935,77.761394,160
1690.196858,12.96991,77.59796,85
1225.02827,12.952357,77.722506,65
1100,26.8626,75.7633,33
2985.074627,30.4571,78.055,250
2070.036226,28.546788,77.378494,120
1218.314011,19.014858,72.8662,310
436.0284041,13.013827,80.223191,35
1300,12.840956,77.659441,39
1475.128645,26.900926,75.775927,43
511.991377,19.08333,74.73333,19
650.0893873,18.964489,73.019574,40
616.1587636,19.12,72.91,240
548.5479613,19.88,74.48,18.7
1200,12.919987,77.489265,42
4000,24.69028,78.41889,3200
1115.866707,23.166495,72.63429,36.5
2250.0225,30.340839,76.866762,750
1050.098447,12.96991,77.59796,48
1575.23511,28.9196,76.8972,60.3
629.0507053,18.490075,73.968862,33
1377.004033,19.1347,72.8553,280
1000,21.12904,72.858164,23
2758.132956,21.17,72.83,78
1515.151515,12.735983,77.852315,75
1291.382954,19.164548,73.527868,110
1400.16802,22.519728,88.38573,100
1747.597054,12.905538,77.694263,140
558.121632,26.2072,73.066,14.5
690.0782089,18.973908,73.025106,45
600.0292697,19.2167,73.0833,41
700,22.5732,88.4188,70
1429.93327,12.96991,77.59796,75
955.2145318,21.109388,79.024596,30.5
981.1515621,12.8706,77.6279,38
700.0283795,24.69028,78.41889,74
750,22.299283,73.225852,24
1385.041551,28.9196,76.8972,65
1115.04657,21.56128,74.21238,85
1135.07378,18.973908,73.025106,90
1490.226437,18.5823,73.983,77
700.0259269,18.744775,73.823649,27
700.0350018,12.974961,77.651656,40
1351.351351,19.05871,72.89969,240
1213.7559,13.6712,79.5113,36
4250,28.546788,77.378494,340
588.0969184,18.744775,73.823649,25
1378.122308,26.959353,75.779194,32
987.3104302,28.579004,77.431173,31.9
1404.180629,12.857784,77.636193,88
1176.124669,20.353795,85.82102,40
1175.241577,12.908511,80.073397,45
1650.051564,31.292091,75.543763,48
600,22.7,88.35,12
2230,22.175748,75.582163,66.9
1423.562412,28.506454,77.409568,60.9
441.9118502,19.2167,73.0833,38
796.0808328,22.486821,88.233267,26
2111.324376,11.09,76.99778,110
2491.177081,22.1764,75.8193,120
1285.189718,22.7,88.45,42
575.0130685,12.888388,80.189684,22
2502.737369,22.54111,88.33778,160
1792.114695,22.43917,88.39583,75
1499.556949,19.1758,72.8643,220
2064.135643,28.5574,77.159,280
1670.581327,30.662283,76.822397,56.9
1379.897785,26.8626,75.7633,40.5
990.8218607,19.218498,72.992114,190
1750.547046,28.629811,77.434197,48
1338.05513,12.90015,80.22791,69.9
599.245283,18.96667,72.83333,39.7
1994.163424,30.73528,76.79111,61.5
1250,12.942675,77.561686,80
1411.764706,19.161955,72.839616,240
1250.718804,21.17,72.83,43.5
850.0510031,18.15,74.58,25
760.4562738,22.5922,88.484911,66
1097.560976,12.96991,77.59796,45
650.1422186,22.229135,73.181555,16
1333.333333,24.69028,78.41889,160
1176.792556,22.494831,88.370567,86
912.0569479,12.774745,77.671996,61.5
800,19.2836,72.8675,80
580.1569507,30.382066,78.123734,20.7
1085.069444,12.9799,79.9811,25
1614.850037,28.429614,77.481711,88.3
812.8429181,19.05871,72.89969,240
985.0651414,12.96991,77.59796,62
1700.102006,21.765,72.13694,50
3334.299797,12.953042,77.732643,230
950.0542888,16.2661,73.7122,35
1350.048216,12.9816,77.6729,70
805.0120752,19.1849,72.8347,230
1610.046691,13.11389,77.59833,100
540.0328716,19.35269,72.864824,23
575.0236774,19.1955,72.8728,85
1260.173274,28.431862,77.351104,48
1510.269835,12.96991,77.59796,75
1036.975587,24.69028,78.41889,87.5
1030.721966,18.975268,73.109062,67.1
975.177305,19.886498,75.295035,27.5
1384.970505,22.54111,88.33778,54
1334.927276,19.894104,102.136839,67
1611.863314,19.1615,72.8731,300
1210.067764,12.8855,77.5638,100
1332.267519,19.055891,73.067869,150
989.6091044,21.201983,81.374348,20
570.0087694,19.283359,72.864964,39
1290.045152,24.69028,78.41889,120
350.0175009,21.168661,72.969258,10
1350.298624,25.879721,86.587391,52
1750.150875,12.87028,74.88056,58
1140.096618,12.90025,77.60103,59
1195.10009,24.69028,78.41889,120
699.9860003,24.48,78.42,300
1159.756451,15.342188,75.115427,40
1250,22.5922,88.484911,48
1164.973141,19.1759,72.9522,180
1394.230769,28.577673,77.389781,72.5
57800.5755,31.292091,75.543763,9240
3200,22.5879,88.395148,400
1139.534884,12.96991,77.59796,49
5042.179773,21.143354,72.770931,520
630.00063,19.05444,72.84056,300
3312.883436,28.522931,77.357078,270
871.0801394,28.9927,77.6824,25
712.1525385,22.486821,88.233267,31
485.7184283,18.658033,73.720121,33.5
1418.778894,10.016043,76.290031,89
2575.532442,13.007723,77.594939,260
2230.814991,22.528445,88.387512,150
679.6116505,19.4559,72.8114,30.1
1725.811671,21,77,160
958.1337221,22.54111,88.33778,46
875.034181,22.54111,88.33778,32
1118.899273,18.669919,73.853723,43.1
2388.535032,13.04034,77.591347,210
1350.795795,19.1145,72.8712,230
1169.064748,12.8706,77.6279,65
1922.54875,28.5822,77.3293,140
1800.107469,24.5413,73.666405,67
1543.209877,13.23,77.7,90
1405.090138,17.815234,83.35818,53
1669.865643,13.141581,77.749756,87
700.1166861,13.08465,77.50141,30
1152.073733,19.147866,72.932609,170
1489.629884,28.401971,77.099433,130
1737.207833,17.509327,78.501154,82.5
2627.2578,28.388225,76.946376,160
1279.411765,21,77,43.5
1384.335155,19.038205,73.06612,190
57991.15603,13.007082,80.151497,4590
806.6477503,26.807408,75.838659,19.9
1508.12065,18.5438,73.9438,130
1485.148515,10.756653,76.670536,60
1895.287958,28.392679,77.344375,90.5
665.7534247,19.239463,73.008955,24.3
1726.320635,19.1615,72.8731,300
405.0155348,19.256471,72.868815,73
1250,9.930471,76.271273,62
1435.195407,30.33,78.06,65
650.026001,19.100081,73.004757,75
1450.133175,22.5,88.35,98
1689.996586,30.697795,76.714722,99
4000,12.929162,77.629041,380
533.0490405,13.09,80.27,17.5
1005.025126,28.579004,77.431173,30
1000,25.606884,85.165328,55
1453.128123,12.9182,80.0824,72.7
1598.990112,18.5823,73.983,76
1269.205077,23.166495,72.63429,38
743.0701141,19.085225,73.661835,31.9
949.754902,28.51583,77.1775,31
271.7490425,28.947165,77.729267,14.9
860.0727754,13.04394,80.17251,78
1157.048116,12.86,77.786,82
904.2657755,15.4,74.02,46
1261.222745,12.87004,77.673275,59
1638.115632,30.691832,76.656984,45.9
1038.48947,25.45,81.85,42.9
800,22.72056,75.84722,21
957.9691055,19.05871,72.89969,160
850.0188893,26.8626,75.7633,45
1100,28.5041,77.381557,44
1550.120565,18.510418,73.781944,90
1110.388202,12.96991,77.59796,51.2
550.8919203,24.69028,78.41889,84
1589.371981,12.90579,77.54264,65.8
1000,12.96991,77.59796,65
980.0718719,18.49667,73.94167,90
569.9481865,21.106063,79.006441,16.5
326.3049488,19.222101,72.988231,60.2
1849.65035,30.662283,76.822397,52.9
1705.029838,13.11389,77.59833,100
1400,13.028627,80.252681,210
1585.304479,12.96991,77.59796,63
1204.030886,12.8855,77.5638,92
1163.016088,12.86,77.786,60
630.0866369,9.965611,76.360702,24
1350.166579,18.573994,73.753171,77
1080.1828,21,77,26
1010.10101,16.526106,80.602623,52
1744.186047,16.3422,80.4911,60
1344.164572,19.1955,72.8728,230
562.5,30.73528,76.79111,36
1150.180743,18.5956,73.7981,70
850.0137099,16.550408,80.650506,31
719.3717277,19.30405,72.813559,68.7
4098.360656,22.718204,75.884972,250
1130.125928,16.7,74.23333,70
1030.131342,18.96,72.82,80
369.5228822,19.235,72.8598,75.9
1044.998934,28.576117,77.382136,49
